country,title,description,url,image,source,published_at,article_content,headline_hash
Nepal,"WACCU transitions to BoG regulation, launches digital tools amid GH¢89.9m asset growth","The Wa Community Cooperative Credit Union (WACCU) has transitioned into a top-tier financial institution regulated by the Bank of Ghana, after posting strong financial growth.",https://www.myjoyonline.com/waccu-transitions-to-bog-regulation-launches-digital-tools-amid-gh%C2%A289-9m-asset-growth/,https://www.myjoyonline.com/wp-content/uploads/2026/04/image-2598.png,MyJoyOnline,2026-04-27T03:20:05Z,"The Wa Community Cooperative Credit Union (WACCU) has transitioned into a top-tier financial institution regulated by the Bank of Ghana, after posting strong financial growth.
The union’s total assets rose from GH¢67.3 million to GH¢89.9 million, mar... [1815 chars]",d399a122ccd08617008819a6ec0dd7db
Nepal,Violence erupts in Jagaddal ahead of PM Modi's visit; bombing reported at MLA's residence,"The police have registered a case regarding the bombing and the clashes, though the atmosphere remains highly volatile as both parties continue to trade accusations of political vendetta.",https://www.moneycontrol.com/news/india/west-bengal-elections-violence-erupts-in-jagaddal-ahead-of-pm-modi-s-visit-bombing-reported-at-mla-s-residence-13900194.html,https://images.moneycontrol.com/static-mcnews/2026/04/20260427031756_Violence-erupts-in-Jagaddal-ahead-of-PM-Modi-visit.png,Moneycontrol.com,2026-04-27T03:19:21Z,"Ahead of the final day of campaigning for assembly elections, a violent clashes broke out between Trinamool Congress (TMC) and Bharatiya Janata Party (BJP) supporters in front of the Jagaddal Police Station on Sunday, ANI report said.
The unrest come... [1532 chars]",c92437828431148647eb5cb7a805ea7d
Nepal,Lebanon health ministry says Israeli strikes kill 14 in deadliest day since ceasefire began,"The Israeli government and Hezbollah have traded blame over breaches to the truce, which is set to run for several more weeks",https://www.theguardian.com/world/2026/apr/27/lebanon-israeli-strikes-deadliest-day-since-ceasefire-began,"https://i.guim.co.uk/img/media/646682223e1ef8ee7df9ab3f2d74e206bb0beb2e/376_0_3760_3008/master/3760.jpg?width=1200&height=630&quality=85&auto=format&fit=crop&precrop=40:21,offset-x50,offset-y0&overlay-align=bottom%2Cleft&overlay-width=100p&overlay-base64=L2ltZy9zdGF0aWMvb3ZlcmxheXMvdGctZGVmYXVsdC5wbmc&enable=upscale&s=7f8f6c73bae9c8b5b50b889cbdc397e8",The Guardian,2026-04-27T03:19:00Z,"Lebanon’s health ministry said Israeli strikes on the country’s south killed 14 people on Sunday, the deadliest day since a ceasefire between Israel and Hezbollah came into force over a week ago.
The health ministry said the dead on Sunday included t... [3032 chars]",7a845852ada911a64227247015f8f153
Nepal,Climate Change Commission warns NZ ETS could fail without reform,The commission has advised the Government this year to keep auction unit pricing and volumes the same to prevent price instability.,https://www.1news.co.nz/2026/04/27/climate-change-commission-warns-nz-ets-could-fail-without-reform/,https://tvnz-1-news-prod.cdn.arcpublishing.com/resizer/v2/landscape-image-featuring-wind-turbines-VQAQZYSUHJC6XIIUS5NU3ZX6B4.jpg?auth=f343a6dfe1049ed2e2503a936bca8628e69d1f530ec0ca8f1a240da4056ec81c&quality=70&width=600&height=315&focal=2136%2C1201,1News,2026-04-27T03:17:55Z,"The Climate Change Commission said the Emissions Trading Scheme (ETS) is on track to fail without reform.
In its annual advice to the Government, the commission warned that the scheme faces huge future volatility and would fail without reform by the ... [1382 chars]",4d8385f91342059196c80cdf1e323b1a
Nepal,Indigenous veteran Di Ryder slams 'distracting' booing at Anzac Day Welcome to Country,The Whadjuk Noongar elder who was booed while giving a Welcome to Country at Perth's Anzac Day dawn service says she had a right to speak at the event and will not back down.,https://www.abc.net.au/news/2026-04-27/di-ryder-responds-to-booing-during-anzac-day-welcome-to-country/106610742,https://live-production.wcms.abc-cdn.net.au/9c5e8770df890217eecc73a3bd5bb7a0?impolicy=wcms_watermark_news&cropH=1080&cropW=1920&xPos=0&yPos=134&width=862&height=485&imformat=generic,Australian Broadcasting Corporation,2026-04-27T03:17:41Z,"The Whadjuk Noongar elder who was booed while giving a Welcome to Country at Perth's Anzac Day dawn service says she was ""mortified"" but will not back down.
Army veteran and community leader Di Ryder had just started her speech on Saturday morning, s... [4125 chars]",fd583003ad1c8d1c83a234657f3a73e6
Nepal,"HSBC reviews $48,000-per-child school fee perk for HK bankers to cut costs: Sources","Hundreds of staff have access to the perk, which costs tens of millions of dollars annually. Read more at straitstimes.com.",https://www.straitstimes.com/business/banking/hsbc-reviews-48000-per-child-school-fee-perk-for-hk-bankers-to-cut-costs-sources,https://cassette.sphdigital.com.sg/image/straitstimes/5b9fd7d0dee04770d35f9f1f8c7bd6e151bf18401e44a169b4de3e25659f360a,The Straits Times,2026-04-27T03:17:23Z,"– HSBC Holdings is reviewing a long-standing perk that covers school fees for a swath of bankers in Hong Kong as part of a broader push to standardise benefits globally and reduce costs, according to people familiar with the matter.
The London-headqu... [2431 chars]",30ca23118110295817c6f75b5bbc8e92
Nepal,"SOUEAST Makes Debut at Auto China 2026，Co-building the Global ""Travel+” Ecosystem","Wuhu, Anhui, China, April 27, 2026 -- BEIJING, April 26, 2026 — At the 2026 Beijing International Automotive Exhibition (Auto China 2026), JETOUR International officially unveiled its “Travel+” strategy and its dual brands JETOUR and SOUEAST made their first joint appearance. Dedicated to urban mobility, SOUEAST unveiled its full product lineup at the auto show for the first time.",https://www.manilatimes.net/2026/04/27/tmt-newswire/plentisoft/soueast-makes-debut-at-auto-china-2026co-building-the-global-travel-ecosystem/2328931,https://www.manilatimes.net/manilatimes/uploads/images/2026/04/27/1030054.jpg,The Manila Times,2026-04-27T03:14:08Z,"-- BEIJING, April 26, 2026 — At the 2026 Beijing International Automotive Exhibition (Auto China 2026), JETOUR International officially unveiled its “Travel+” strategy and its dual brands JETOUR and SOUEAST made their first joint appearance. Dedicate... [2905 chars]",d4147b3be1def9f073b5483a937f5e17
Nepal,Tehran's 3-Stage Proposal For Talks,Iran has proposed the three-stage formula should the US want to return to the table for peace talks.,https://www.ndtv.com/world-news/iran-us-war-end-of-war-hormuz-nuclear-issue-tehrans-3-stage-proposal-for-talks-11413511,"https://c.ndtvimg.com/2026-04/4kgma5e4_iran-us_625x300_27_April_26.png?im=FitAndFill,algorithm=dnn,width=1200,height=738",NDTV,2026-04-27T03:13:51Z,"New Delhi:
Iran has proposed a three-stage formula for negotiations should the United States want to return to the table for peace talks, local media reported, as both sides walked away from the second round of such discussions in Pakistan. The condi... [2614 chars]",25b9a16bfca1937817f82300780591c1
India,Assembly elections 2026 LIVE: Leaders make last ditch efforts to woo voters in West Bengal,"Follow The Hindu LIVE updates Assembly Elections 2026 in West Bengal, Tamil Nadu, Assam, Kerala, Puducherry.",https://www.thehindu.com/news/national/assembly-elections-live-updates-tamil-nadu-west-bengal-assam-kerala-puducherry-april-27-2026/article70910634.ece,https://th-i.thgim.com/public/incoming/keqnso/article70910656.ece/alternates/LANDSCAPE_1200/20260426290L.jpg,The Hindu,2026-04-27T03:08:00Z,"With hours left for campaigning in the last phase of elections in West Bengal, Prime Minister Narendra Modi on Sunday (April 26, 2026) focused on issues concerning the Matua population and assured that the Bharatiya Janata Party (BJP) will assure cit... [1143 chars]",a3fd3ad1324695211e75345d5e44ce43
India,Is Ghalibaf becoming Iran’s Khrushchev?,Reports that Mohammad Bagher Ghalibaf may have been sidelined from Iran’s negotiations with the United States have revived an old question from Soviet history: can an insider reform a rigid ideological system without becoming one of its casualties?,https://www.iranintl.com/en/202604277225,"https://i.iranintl.com/images/rdk9umy0/production/0342d9ad0338c68b8c08e454b3f042576ecb0ae5-1200x917.jpg?rect=0,122,1117,586&w=1200&h=630&fit=max&auto=format",ایران اینترنشنال,2026-04-27T03:06:03Z,"Dominated by the Revolutionary Guards, the leadership in Tehran may be less constrained by theology and more driven by revenge.
This is an assessment by analysts tracking the post-war power shift in Tehran, as a string of attacks on Jewish and Israel... [14969 chars]",61f3c4440d963843bb1ea079da78236b
India,📱 iPhone 18 Pro & iPhone 18 Pro Max Launch in September: H,"technology : Apple is expected to stick to its traditional schedule and launch the iPhone 18 Pro and iPhone 18 Pro Max in September 2026, alongside ot",https://www.indiaherald.com/Technology/Read/994888824/-iPhone-Pro-iPhone-Pro-Max-Launch-in-September-Heres-What-to-Expect,https://www.indiaherald.com/imagestore/images/technology/sports_videos/-iphone-pro-iphone-pro-max-launch-in-september-heres-what-to-expectcdde9b35-aa04-4fb7-908d-0db71c6cfb3f-415x250-IndiaHerald.jpg,indiaherald.com,2026-04-27T02:55:56Z,"Apple is expected to stick to its traditional schedule and launch the iPhone 18 Pro and iphone 18 Pro Max in september 2026, alongside other premium devices in the lineup. The standard iphone 18 may arrive later, according to multiple reports.
Here’s... [1750 chars]",b55aca19ebf1a0d13aaa3b525a722b64
India,"Iran has offered new deal to US, says report. It has 3 key focus points","The White House has reportedly received the proposal, but it is unclear whether the Trump administration would be willing to consider and explore it.  | World News",https://www.hindustantimes.com/world-news/iran-has-offered-new-deal-to-us-says-report-it-has-3-key-focus-points-strait-of-hormuz-end-to-war-nuke-talks-101777257856900.html,https://www.hindustantimes.com/ht-img/img/2026/04/27/1600x900/logo/iran_us_war_israel_1774438381530_1774438385105_1777258216510.png,Hindustan Times,2026-04-27T02:51:59Z,"Iran has reportedly offered the United States a new proposal to end the war and reopen the Strait of Hormuz, but delay the negotiations over Tehran's nuclear programme for a later stage.
The new proposal was presented to Washington via Pakistan, the ... [1124 chars]",8f40c66d1f613c4f1c11e080cef2f3d1
India,"Rain relief ahead: Storms, western disturbances set to cool India's heatwave","A spell of dust storms, thunderstorms and scattered rain is expected across parts of India. The change could lower temperatures in rain-hit areas, though some states may continue to face heatwave conditions.",https://www.indiatoday.in/science/story/rain-relief-ahead-storms-western-disturbances-set-to-cool-indias-heatwave-2902008-2026-04-27,https://akm-img-a-in.tosshub.com/indiatoday/images/story/202604/western-disturbance-india-heatwave-rain-27465499-16x9_0.jpg?VersionId=TCDJhiMAH5Z8uwH2_JZ0OTbFcdJdHlnm,India Today,2026-04-27T02:51:39Z,"After days of intense heatwave conditions sweeping across the country, a shift in weather patterns is set to bring long-awaited relief.
Meteorologists say a combination of summer storms and successive Western Disturbance systems will begin influencin... [2990 chars]",69684e845d02132a470491a67fb1b750
India,Trade setup for April 27: Can NIFTY50 hold the opening gains on Monday? Check details,"The GIFT NIFTY futures indicate a strong gap-up opening on Monday morning, owing to positive global market cues. The Asian markets rejoiced in the rally in the US tech stocks. The open interest data for tomorrow's expiry indicates strong resistance at the 24,200 levels.",https://upstox.com/news/market-news/trading/trade-setup-for-april-28-can-nifty-50-hold-the-opening-gains-on-monday-check-details/article-192742/,https://assets.upstox.com/content/assets/images/news/smids-april-15.webp,Upstox,2026-04-27T02:51:28Z,"Indian benchmark indices are expected to open higher on Monday morning, after a rough closing on Friday. The global benchmark indices soared to record levels despite the uncertainties in the Middle East. The US markets closed in green across the boar... [1581 chars]",7e5f25e8dc69cd8f7b4cd1b23cd5027a
India,Israel sent its Iron Dome and troops to UAE for fighting Iranian missiles: Report,"Israel sent “an Iron Dome air defense system with troops to operate it,” the report said, citing two Israeli officials and one US official. | World News",https://www.hindustantimes.com/world-news/israel-sent-its-iron-dome-and-troops-to-uae-for-fighting-iranian-missiles-us-iran-war-report-101777256013118.html,https://www.hindustantimes.com/ht-img/img/2026/04/27/550x309/TOPSHOT-ISRAEL-IRAN-US-CONFLICT-28_1777256045586_1777256058775.jpg,Hindustan Times,2026-04-27T02:47:24Z,"A report by US-based news outlet Axios has said that Israel sent “an Iron Dome air defence system with troops to operate it,” citing two Israeli officials and one US official. The report added that the rare deployment took place early in the war.
Acc... [2161 chars]",8d34757ad69190e13b36498da262286d
Australia,US strike kills three on alleged narco boat as campaign death toll hits 185,Military video shows boat moving swiftly in water before explosion leaves it in flames,https://www.theguardian.com/us-news/2026/apr/27/us-three-killed-boat-alleged-narco-eastern-pacific,"https://i.guim.co.uk/img/media/e10b688665b4036e1db0659025eed17e49ad49d4/270_4_729_583/master/729.jpg?width=1200&height=630&quality=85&auto=format&fit=crop&precrop=40:21,offset-x50,offset-y0&overlay-align=bottom%2Cleft&overlay-width=100p&overlay-base64=L2ltZy9zdGF0aWMvb3ZlcmxheXMvdGctZGVmYXVsdC5wbmc&enable=upscale&s=e4a9337b17d5bccda1a1f8180ab9b263",The Guardian,2026-04-27T03:12:37Z,"The US military said on Sunday three men were killed when it struck a boat it claimed was “engaged in narco-trafficking operations” in the Eastern Pacific Ocean.
This latest strike – which follows dozens of similar attacks on alleged drug boats in re... [1482 chars]",ee9106cf8fe5dd9a82613f69c9af8e3a
